QStrength	Quantifier	Arg1	Pred	Arg2	Sentence	Score	Canonical?	Multiword?	Inferred?	Domain	Range	Provenance
0.02	some	handle	is-part-of	handlebar	Some handles are part of handlebars.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.02	some	handle	is-part-of	luggage	Some handles are part of luggage.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.02	some	handle	is-part-of	paintbrush	Some handles are part of paintbrushs.	-	y	n	n	Thing	device_n1	WordNet3.0
0.02	some	handle	is-part-of	pliers	Some handles are part of plierses.	-	y	n	n	Thing	tool_n1	WordNet3.0
0.02	some	handle	is-part-of	racket	Some handles are part of racket.	-	y	n	n	Thing	sound_n4	WordNet3.0
0.02	some	handle	is-part-of	razor	Some handles are part of razors.	-	y	n	n	Thing	tool_n1	WordNet3.0
0.02	some	handle	is-part-of	sable	Some handles are part of sables.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.02	some	handle	is-part-of	saucepan	Some handles are part of saucepans.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.02	some	handle	is-part-of	scoop	Some handles are part of scoops.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.02	some	handle	is-part-of	scraper	Some handles are part of scrapers.	-	y	n	n	Thing	tool_n1	WordNet3.0
0.02	some	handle	is-part-of	screwdriver	Some handles are part of screwdrivers.	-	y	n	n	Thing	tool_n1	WordNet3.0
0.02	some	handle	is-part-of	shaver	Some handles are part of shavers.	-	y	n	n	Thing	tool_n1	WordNet3.0
0.02	some	handle	is-part-of	shovel	Some handles are part of shovels.	-	y	n	n	Thing	tool_n1	WordNet3.0
0.02	some	handle	is-part-of	skillet	Some handles are part of skillets.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.02	some	handle	is-part-of	spade	Some handles are part of spades.	-	y	n	n	Thing	tool_n1	WordNet3.0
0.02	some	handle	is-part-of	spanner	Some handles are part of spanners.	-	y	n	n	Thing	tool_n1	WordNet3.0
0.02	some	handle	is-part-of	spatula	Some handles are part of spatulas.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.02	some	handle	is-part-of	spoon	Some handles are part of spoons.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.02	some	handle	is-part-of	spreader	Some handles are part of spreaders.	-	y	n	n	Thing	tool_n1	WordNet3.0
0.02	some	handle	is-part-of	suitcase	Some handles are part of suitcases.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.02	some	handle	is-part-of	teacup	Some handles are part of teacups.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.02	some	handle	is-part-of	teaspoon	Some handles are part of teaspoons.	-	y	n	n	Thing	indefinite_quantity_n1	WordNet3.0
0.02	some	handle	is-part-of	toothbrush	Some handles are part of toothbrushes.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.02	some	handle	is-part-of	toothpick	Some handles are part of toothpicks.	-	y	n	n	Thing	tool_n1	WordNet3.0
0.02	some	handle	is-part-of	trowel	Some handles are part of trowels.	-	y	n	n	Thing	tool_n1	WordNet3.0
0.02	some	handle	is-part-of	tweezer	Some handles are part of tweezers.	-	y	n	n	Thing	tool_n1	WordNet3.0
0.02	some	handle	is-part-of	umbrella	Some handles are part of umbrellas.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.02	some	handle	is-part-of	wheelbarrow	Some handles are part of wheelbarrows.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.50	some	handlebar	is-part-of	bicycle	Some handlebars are part of bicycles.	-	y	n	n	artifact_n1	transport_n1	WordNet3.0
0.50	some	handlebar	is-part-of	bike	Some handlebars are part of bikes.	-	y	n	n	artifact_n1	transport_n1	WordNet3.0
1.00	most	harvest time	is-part-of	horticulture	Most harvest time is part of horticulture.	-	y	n	n	Thing	event_n1	WordNet3.0
1.00	most	Hawaii	is-part-of	America	Most Hawaii is part of America.	-	y	n	n	Thing	Thing	WordNet3.0
1.00	most	head word	is-part-of	phrase	Most head words are part of phrases.	-	y	n	n	Thing	Thing	WordNet3.0
0.20	some	head restraint	is-part-of	ambulance	Some head restraint is part of ambulances.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.20	some	head restraint	is-part-of	auto	Some head restraint is part of autos.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.20	some	head restraint	is-part-of	automobile	Some head restraint is part of automobiles.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.20	some	head restraint	is-part-of	car	Some head restraint is part of cars.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.20	some	head restraint	is-part-of	taxi	Some head restraint is part of taxis.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	headlamp	is-part-of	ambulance	Some headlamps are part of ambulances.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.10	some	headlamp	is-part-of	auto	Some headlamps are part of autos.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.10	some	headlamp	is-part-of	automobile	Some headlamps are part of automobiles.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.10	some	headlamp	is-part-of	car	Some headlamps are part of cars.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.10	some	headlamp	is-part-of	dumper	Some headlamps are part of dumpers.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.10	some	headlamp	is-part-of	go-kart	Some headlamps are part of go-karts.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.10	some	headlamp	is-part-of	motorbike	Some headlamps are part of motorbikes.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.10	some	headlamp	is-part-of	pickup	Some headlamps are part of pickups.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.10	some	headlamp	is-part-of	taxi	Some headlamps are part of taxis.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.10	some	headlamp	is-part-of	truck	Some headlamps are part of trucks.	-	y	n	n	device_n1	transport_n1	WordNet3.0
1.00	most	headline	is-part-of	newspaper	Most headlines are part of newspapers.	-	y	n	n	written_language_n1	artifact_n1	WordNet3.0
1.00	most	heart muscle	is-part-of	heart	Most heart muscles are part of hearts.	-	y	n	n	Thing	body_part_n1	WordNet3.0
1.00	most	heart valve	is-part-of	heart	Most heart valves are part of hearts.	-	y	n	n	Thing	body_part_n1	WordNet3.0
1.00	most	heart	is-part-of	body	Most hearts are part of bodies.	-	y	n	n	body_part_n1	Thing	WordNet3.0
0.50	some	heat shield	is-part-of	spacecraft	Some heat shields are part of spacecraft.	-	y	n	n	Thing	equipment_n1	WordNet3.0
0.50	some	heat shield	is-part-of	spaceship	Some heat shields are part of spaceships.	-	y	n	n	Thing	equipment_n1	WordNet3.0
1.00	most	Hebei	is-part-of	Asia	Most Hebei is part of Asia.	-	y	n	n	Thing	Thing	WordNet3.0
0.20	some	heel counter	is-part-of	boot	Some heel counters are part of boots.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.20	some	heel counter	is-part-of	mocassin	Some heel counters are part of mocassins.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.20	some	heel counter	is-part-of	moccasin	Some heel counters are part of moccasins.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.20	some	heel counter	is-part-of	sandal	Some heel counters are part of sandals.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.20	some	heel counter	is-part-of	shoe	Some heel counters are part of shoes.	-	y	n	n	Thing	artifact_n1	WordNet3.0
0.20	some	heel	is-part-of	boot	Some heels are part of boots.	-	y	n	n	location_n1	artifact_n1	WordNet3.0
0.20	some	heel	is-part-of	mocassin	Some heels are part of mocassins.	-	y	n	n	location_n1	artifact_n1	WordNet3.0
0.20	some	heel	is-part-of	moccasin	Some heels are part of moccasins.	-	y	n	n	location_n1	artifact_n1	WordNet3.0
0.20	some	heel	is-part-of	sandal	Some heels are part of sandals.	-	y	n	n	location_n1	artifact_n1	WordNet3.0
0.20	some	heel	is-part-of	shoe	Some heels are part of shoes.	-	y	n	n	location_n1	artifact_n1	WordNet3.0
0.12	some	helping	is-part-of	breakfast	Some helpings are part of breakfasts.	-	y	n	n	indefinite_quantity_n1	food_n1	WordNet3.0
0.12	some	helping	is-part-of	brunch	Some helpings are part of brunch.	-	y	n	n	indefinite_quantity_n1	food_n1	WordNet3.0
0.12	some	helping	is-part-of	dinner	Some helpings are part of dinner.	-	y	n	n	indefinite_quantity_n1	food_n1	WordNet3.0
0.12	some	helping	is-part-of	lunch	Some helpings are part of lunch.	-	y	n	n	indefinite_quantity_n1	food_n1	WordNet3.0
0.12	some	helping	is-part-of	meal	Some helpings are part of meals.	-	y	n	n	indefinite_quantity_n1	food_n1	WordNet3.0
0.12	some	helping	is-part-of	picnic	Some helpings are part of picnics.	-	y	n	n	indefinite_quantity_n1	food_n1	WordNet3.0
0.12	some	helping	is-part-of	snack	Some helpings are part of snacks.	-	y	n	n	indefinite_quantity_n1	food_n1	WordNet3.0
0.12	some	helping	is-part-of	supper	Some helpings are part of suppers.	-	y	n	n	indefinite_quantity_n1	food_n1	WordNet3.0
0.02	some	hem	is-part-of	anorak	Some hems are part of anoraks.	-	y	n	n	location_n1	clothing_n1	WordNet3.0
0.02	some	hem	is-part-of	apron	Some hems are part of aprons.	-	y	n	n	location_n1	clothing_n1	WordNet3.0
0.02	some	hem	is-part-of	bandage	Some hems are part of bandages.	-	y	n	n	location_n1	artifact_n1	WordNet3.0
0.02	some	hem	is-part-of	brolly	Some hems are part of brollies.	-	y	n	n	location_n1	artifact_n1	WordNet3.0
0.02	some	hem	is-part-of	canvas	Some hems are part of canvases.	-	y	n	n	location_n1	artifact_n1	WordNet3.0
0.02	some	hem	is-part-of	cape	Some hems are part of capes.	-	y	n	n	location_n1	clothing_n1	WordNet3.0
0.02	some	hem	is-part-of	cardigan	Some hems are part of cardigans.	-	y	n	n	location_n1	clothing_n1	WordNet3.0
0.02	some	hem	is-part-of	cloth	Some hems are part of cloth.	-	y	n	n	location_n1	artifact_n1	WordNet3.0
0.02	some	hem	is-part-of	coat	Some hems are part of coats.	-	y	n	n	location_n1	clothing_n1	WordNet3.0
0.02	some	hem	is-part-of	denim	Some hems are part of denims.	-	y	n	n	location_n1	clothing_n1	WordNet3.0
0.02	some	hem	is-part-of	diaper	Some hems are part of diapers.	-	y	n	n	location_n1	clothing_n1	WordNet3.0
0.02	some	hem	is-part-of	domino	Some hems are part of dominoes.	-	y	n	n	location_n1	clothing_n1	WordNet3.0
0.02	some	hem	is-part-of	elastic	Some hems are part of elastic.	-	y	n	n	location_n1	artifact_n1	WordNet3.0
0.02	some	hem	is-part-of	fabric	Some hems are part of fabric.	-	y	n	n	location_n1	artifact_n1	WordNet3.0
0.02	some	hem	is-part-of	felt	Some hems are part of felt.	-	y	n	n	location_n1	artifact_n1	WordNet3.0
0.02	some	hem	is-part-of	garment	Some hems are part of garments.	-	y	n	n	location_n1	clothing_n1	WordNet3.0
0.02	some	hem	is-part-of	gauze	Some hems are part of gauze.	-	y	n	n	location_n1	artifact_n1	WordNet3.0
0.02	some	hem	is-part-of	gown	Some hems are part of gowns.	-	y	n	n	location_n1	clothing_n1	WordNet3.0
0.02	some	hem	is-part-of	handkerchief	Some hems are part of handkerchiefs.	-	y	n	n	location_n1	artifact_n1	WordNet3.0
0.02	some	hem	is-part-of	hankie	Some hems are part of hankies.	-	y	n	n	location_n1	artifact_n1	WordNet3.0
0.02	some	hem	is-part-of	hanky	Some hems are part of hankies.	-	y	n	n	location_n1	artifact_n1	WordNet3.0
0.02	some	hem	is-part-of	jacket	Some hems are part of jackets.	-	y	n	n	location_n1	clothing_n1	WordNet3.0
0.02	some	hem	is-part-of	jean	Some hems are part of jeans.	-	y	n	n	location_n1	clothing_n1	WordNet3.0
0.02	some	hem	is-part-of	jersey	Some hems are part of jerseys.	-	y	n	n	location_n1	clothing_n1	WordNet3.0
0.02	some	hem	is-part-of	jumper	Some hems are part of jumpers.	-	y	n	n	location_n1	clothing_n1	WordNet3.0
0.02	some	hem	is-part-of	kilt	Some hems are part of kilts.	-	y	n	n	location_n1	clothing_n1	WordNet3.0
0.02	some	hem	is-part-of	laundry	Some hems are part of laundries.	-	y	n	n	location_n1	clothing_n1	WordNet3.0
0.02	some	hem	is-part-of	legging	Some hems are part of leggings.	-	y	n	n	location_n1	clothing_n1	WordNet3.0
0.02	some	hem	is-part-of	mac	Some hems are part of macs.	-	y	n	n	location_n1	clothing_n1	WordNet3.0
0.02	some	hem	is-part-of	nightdress	Some hems are part of nightdresses.	-	y	n	n	location_n1	clothing_n1	WordNet3.0
0.02	some	hem	is-part-of	parachute	Some hems are part of parachutes.	-	y	n	n	location_n1	equipment_n1	WordNet3.0
0.02	some	hem	is-part-of	patch	Some hems are part of patches.	-	y	n	n	location_n1	location_n1	WordNet3.0
0.02	some	hem	is-part-of	pullover	Some hems are part of pullovers.	-	y	n	n	location_n1	clothing_n1	WordNet3.0
0.02	some	hem	is-part-of	rag	Some hems are part of rags.	-	y	n	n	location_n1	artifact_n1	WordNet3.0
0.02	some	hem	is-part-of	raglan	Some hems are part of raglans.	-	y	n	n	location_n1	clothing_n1	WordNet3.0
0.02	some	hem	is-part-of	raincoat	Some hems are part of raincoats.	-	y	n	n	location_n1	clothing_n1	WordNet3.0
0.02	some	hem	is-part-of	robe	Some hems are part of robes.	-	y	n	n	location_n1	clothing_n1	WordNet3.0
0.02	some	hem	is-part-of	sail	Some hems are part of sails.	-	y	n	n	location_n1	artifact_n1	WordNet3.0
0.02	some	hem	is-part-of	sailboat	Some hems are part of sailboats.	-	y	n	n	location_n1	transport_n1	WordNet3.0
0.02	some	hem	is-part-of	satin	Some hems are part of satin.	-	y	n	n	location_n1	artifact_n1	WordNet3.0
0.02	some	hem	is-part-of	scarf	Some hems are part of scarves.	-	y	n	n	location_n1	clothing_n1	WordNet3.0
0.02	some	hem	is-part-of	shawl	Some hems are part of shawls.	-	y	n	n	location_n1	clothing_n1	WordNet3.0
0.02	some	hem	is-part-of	shirt	Some hems are part of shirts.	-	y	n	n	location_n1	clothing_n1	WordNet3.0
0.02	some	hem	is-part-of	shred	Some hems are part of shreds.	-	y	n	n	location_n1	artifact_n1	WordNet3.0
0.02	some	hem	is-part-of	silk	Some hems are part of silk.	-	y	n	n	location_n1	artifact_n1	WordNet3.0
0.02	some	hem	is-part-of	sling	Some hems are part of slings.	-	y	n	n	location_n1	artifact_n1	WordNet3.0
0.02	some	hem	is-part-of	suit	Some hems are part of suits.	-	y	n	n	location_n1	clothing_n1	WordNet3.0
0.02	some	hem	is-part-of	sweater	Some hems are part of sweaters.	-	y	n	n	location_n1	clothing_n1	WordNet3.0
0.02	some	hem	is-part-of	sweatshirt	Some hems are part of sweatshirts.	-	y	n	n	location_n1	clothing_n1	WordNet3.0
0.02	some	hem	is-part-of	taffeta	Some hems are part of taffetas.	-	y	n	n	location_n1	artifact_n1	WordNet3.0
0.02	some	hem	is-part-of	tartan	Some hems are part of tartans.	-	y	n	n	location_n1	artifact_n1	WordNet3.0
0.02	some	hem	is-part-of	terry	Some hems are part of terries.	-	y	n	n	location_n1	artifact_n1	WordNet3.0
0.02	some	hem	is-part-of	towel	Some hems are part of towels.	-	y	n	n	location_n1	artifact_n1	WordNet3.0
0.02	some	hem	is-part-of	umbrella	Some hems are part of umbrellas.	-	y	n	n	location_n1	artifact_n1	WordNet3.0
0.02	some	hem	is-part-of	underwear	Some hems are part of underwears.	-	y	n	n	location_n1	clothing_n1	WordNet3.0
0.02	some	hem	is-part-of	velvet	Some hems are part of velvet.	-	y	n	n	location_n1	artifact_n1	WordNet3.0
0.02	some	hem	is-part-of	wool	Some hems are part of wool.	-	y	n	n	location_n1	artifact_n1	WordNet3.0
1.00	most	hemisphere	is-part-of	world	Most hemispheres are part of worlds.	-	y	n	n	location_n1	Thing	WordNet3.0
0.50	some	Hertfordshire	is-part-of	England	Some Hertfordshire is part of England.	-	y	n	n	Thing	Thing	WordNet3.0
0.50	some	Hertfordshire	is-part-of	Europe	Some Hertfordshire is part of Europe.	-	y	n	n	Thing	Thing	WordNet3.0
0.12	some	hierarchy	is-part-of	brainstem	Some hierarchies are part of brainstems.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.12	some	hierarchy	is-part-of	economy	Some hierarchies are part of economy.	-	y	n	n	Thing	Thing	WordNet3.0
0.12	some	hierarchy	is-part-of	ecosystem	Some hierarchies are part of ecosystems.	-	y	n	n	Thing	Thing	WordNet3.0
0.12	some	hierarchy	is-part-of	government	Some hierarchies are part of government.	-	y	n	n	Thing	social_group_n1	WordNet3.0
0.12	some	hierarchy	is-part-of	network	Some hierarchies are part of networks.	-	y	n	n	Thing	Thing	WordNet3.0
0.12	some	hierarchy	is-part-of	reticulum	Some hierarchies are part of reticuli.	-	y	n	n	Thing	Thing	WordNet3.0
0.12	some	hierarchy	is-part-of	scheme	Some hierarchies are part of schemes.	-	y	n	n	Thing	Thing	WordNet3.0
0.12	some	hierarchy	is-part-of	system	Some hierarchies are part of systems.	-	y	n	n	Thing	Thing	WordNet3.0
0.50	some	hillside	is-part-of	hill	Some hillsides are part of hills.	-	y	n	n	formation_n5	formation_n5	WordNet3.0
0.50	some	hillside	is-part-of	molehill	Some hillsides are part of molehills.	-	y	n	n	formation_n5	formation_n5	WordNet3.0
0.20	some	hilt	is-part-of	blade	Some hilts are part of blades.	-	y	n	n	Thing	device_n1	WordNet3.0
0.20	some	hilt	is-part-of	cutlass	Some hilts are part of cutlasses.	-	y	n	n	Thing	device_n1	WordNet3.0
0.20	some	hilt	is-part-of	dirk	Some hilts are part of dirks.	-	y	n	n	Thing	device_n1	WordNet3.0
0.20	some	hilt	is-part-of	scimitar	Some hilts are part of scimitars.	-	y	n	n	Thing	device_n1	WordNet3.0
0.20	some	hilt	is-part-of	sword	Some hilts are part of swords.	-	y	n	n	Thing	device_n1	WordNet3.0
0.02	some	hinge	is-part-of	abbey	Some hinges are part of abbeys.	-	y	n	n	artifact_n1	building_n1	WordNet3.0
0.02	some	hinge	is-part-of	ambulance	Some hinges are part of ambulances.	-	y	n	n	artifact_n1	transport_n1	WordNet3.0
0.02	some	hinge	is-part-of	architecture	Some hinges are part of architecture.	-	y	n	n	artifact_n1	building_n1	WordNet3.0
0.02	some	hinge	is-part-of	auto	Some hinges are part of autos.	-	y	n	n	artifact_n1	transport_n1	WordNet3.0
0.02	some	hinge	is-part-of	automobile	Some hinges are part of automobiles.	-	y	n	n	artifact_n1	transport_n1	WordNet3.0
0.02	some	hinge	is-part-of	barn	Some hinges are part of barns.	-	y	n	n	artifact_n1	building_n1	WordNet3.0
0.02	some	hinge	is-part-of	building	Some hinges are part of buildings.	-	y	n	n	artifact_n1	building_n1	WordNet3.0
0.02	some	hinge	is-part-of	bungalow	Some hinges are part of bungalows.	-	y	n	n	artifact_n1	building_n1	WordNet3.0
0.02	some	hinge	is-part-of	cafe	Some hinges are part of cafes.	-	y	n	n	artifact_n1	building_n1	WordNet3.0
0.02	some	hinge	is-part-of	car	Some hinges are part of cars.	-	y	n	n	artifact_n1	transport_n1	WordNet3.0
0.02	some	hinge	is-part-of	castle	Some hinges are part of castles.	-	y	n	n	artifact_n1	building_n1	WordNet3.0
0.02	some	hinge	is-part-of	cathedral	Some hinges are part of cathedrals.	-	y	n	n	artifact_n1	building_n1	WordNet3.0
0.02	some	hinge	is-part-of	church	Some hinges are part of churches.	-	y	n	n	artifact_n1	building_n1	WordNet3.0
0.02	some	hinge	is-part-of	convent	Some hinges are part of convents.	-	y	n	n	artifact_n1	building_n1	WordNet3.0
0.02	some	hinge	is-part-of	coop	Some hinges are part of coops.	-	y	n	n	artifact_n1	building_n1	WordNet3.0
0.02	some	hinge	is-part-of	cottage	Some hinges are part of cottages.	-	y	n	n	artifact_n1	building_n1	WordNet3.0
0.02	some	hinge	is-part-of	cowshed	Some hinges are part of cowsheds.	-	y	n	n	artifact_n1	building_n1	WordNet3.0
0.02	some	hinge	is-part-of	dumper	Some hinges are part of dumpers.	-	y	n	n	artifact_n1	transport_n1	WordNet3.0
0.02	some	hinge	is-part-of	farmhouse	Some hinges are part of farmhouses.	-	y	n	n	artifact_n1	building_n1	WordNet3.0
0.02	some	hinge	is-part-of	garage	Some hinges are part of garages.	-	y	n	n	artifact_n1	building_n1	WordNet3.0
